text,label
Great matchup to end US Open Roger Federer -- and the summer #39;s best performer -- Lleyton Hewitt -- play off for the year #39;s final Grand Slam. It #39;s difficult to imagine a better matchup than Federer and Hewitt.,Sport
"Stocks Climb on Drop in Consumer Prices NEW YORK - Another jump in oil prices pre-empted a rally on Wall Street Tuesday, though stocks managed to post modest gains on the strength of the latest consumer price report, which put many investors' inflation fears to rest for the near term.    Stocks started the session strong after the government's Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",Politics
"Japan to propose partial lifting of ban on US beef imports TOKYO : Japan is set to propose the partial lifting of a ban on imports of American beef to United States authorities, a news report said.",Politics
"Eighteen hurt in twin blasts in Maharashtra At least eighteen people were injured today in two separate bomb blasts in quick succession at places of worship of minority community in Jalna and Poorna towns in Maharashtra, prompting the authorities to clamp curfew in Jalna.",Politics
"Australian Air Force to be armed with stealth cruise missiles Australia will equip its Air Force with stealth cruise missiles to maintain military superiority over its neighbours, the Government announced yesterday.",Politics
Belarus leader calls referendum Belarusian President Alexander Lukashenko is to ask voters to allow him to stand for a third term in 2006.,Politics
"Athens gay scene out for the Games In the international party atmosphere of the Olympic Games, the Greek gay scene is finally coming out of the closet. After decades in the shadows of a macho society, the ",Sport
Cost of Benefits Cited as Factor in Slump of Jobs A relentless rise in the cost of employee health insurance has become a significant factor in the employment slump.,Politics
2nd Hurricane Deepens Wounds in Stricken Florida One death was reported as Hurricane Frances hit some of the same stops that Hurricane Charley visited three weeks ago.,Politics
Fridman gets Israel #39;s 1st ever gold ATHENS - Windsurfer Gal Fridman won his country #39;s first gold medal since Israel began competing in the Olympics at Helsinki in 1952 when he captured the men #39;s Mistral sailboard title at Agios Kosmas Olympic Sailing Centre on Wednesday.,Sport
"Routine day for Michael Schumacher Ferrari may have ended the opening day of the Belgian Grand Prix with the third and eighth fastest times, but there is no panic at the Italian team as the day was routine setup work ahead of Sunday #39;s 44-lap Grand Prix.",Sport
"Slugger may not be cuddly, but no denying greatness MILWAUKEE -- How many home runs does Barry Bonds have to hit to get beyond the lack-of-lovability issue? The correct answer is: It just doesn #39;t matter.",Sport
"Parks Canada protest greets prime minister at closing of Acadian Congress (Canadian Press) Canadian Press - GRAND PRE, N.S. (CP) - Prime Minister Paul Martin was met with a silent protest Sunday as he attended the closing of the World Acadian Congress in Nova Scotia.",Politics
"3 Lebanese murdered in Baghdad heist BEIRUT: Three Lebanese citizens were murdered early Friday morning, and a fourth critically injured, in the Iraqi capital of Baghdad.",Politics
"Hungarian Grand Prix, Race Fernando finishes third in Hungary, and scores the team's sixth podium of the year.",Sport
"Rooney demands transfer from Everton Wayne Rooney, the Everton striker, has submitted a transfer request to the club, prompting a fight among major Premiership teams to sign the teenager.",Sport
"Musharraf-ally sworn in as Pakistan prime minister (Reuters) Reuters - Pakistan's new prime minister, Shaukat Aziz, a technocrat and trusted ally of military leader President Pervez Musharraf, was sworn on Saturday.",Politics
"U.S. groups accuse China of failing to stop intellectual property abuses (Canadian Press) Canadian Press - BEIJING (AP) - Adding to pressure for China to stop rampant product piracy, two major U.S. business groups complained Thursday that abuses are getting worse and warned that lack of patent and copyright protection is hurting high-tech investment.",Politics
"Singapore Releases Two Jemaah Islamiah Militants  SINGAPORE (Reuters) - Singapore released from jail  Wednesday two men linked to Osama bin Laden's al Qaeda network,  including one trained in Afghanistan, but said 17 others  arrested in 2002 would be held for two more years without  trial.",Politics
"A woman runs for office in Saudi Arabia (USATODAY.com) USATODAY.com - - When the Saudi government announced last month the particulars of municipal elections to be held here for the first time in 40 years, Nadia Bakhurji was thrilled that her country was taking a baby step toward democracy.",Politics
Emergency defers Maldives debate A parliamentary session due to have begun on Monday in the Maldives has been postponed indefinitely.,Politics
"Vote shakes Hong Kong democrats For Hong Kong #39;s democracy activists, the results of legislative elections announced yesterday suggest that the deck will remain stacked against them for years to come.",Politics
"Astros Split Doubleheader With Pirates (AP) AP - Jeff Bagwell, Brad Ausmus and Lance Berkman drove in two runs each and the Houston Astros shook off Pirates starter Oliver Perez's dominance in the opener, beating Pittsburgh 9-2 for their 13th victory in 14 games and a doubleheader split.",Sport
"Suspected Arson Fire Kills 10 in Ohio COLUMBUS, Ohio - A suspected arson fire raced through an apartment complex in suburban Columbus on Sunday, killing 10 people who lived in the same apartment and forcing others to jump from third-story windows to escape.    At least 53 people were left homeless by the blaze in Prairie Township, which destroyed the building's roof and third floor, melted siding and left its wooden skeleton exposed...",Politics
"No. 17 Michigan Escapes San Diego State (AP) AP - Braylon Edwards caught eight passes for 130 yards and two touchdowns, including the game-winner in the third quarter, to lead No. 17 Michigan past San Diego State 24-21 on Saturday.",Sport
"Milton deal getting closer for Yanks The Yankees are expected to make a push in the next couple of days to sign Eric Milton, and the lefthander has allowed the Yankees to examine his surgically repaired left knee.",Sport
"Police Killed in Pre-Poll Chechnya Attacks -- Agency  MOSCOW (Reuters) - Gunmen attacked a police station and  voting centers in Russia's war-torn Chechnya, killing at least  11 people, Interfax news agency said Saturday.",Politics
GOP House Leaders Confident of Tax Cuts (AP) AP - Republican House leaders expressed confidence Wednesday that they will be able to extend three popular tax cuts that are set to expire at the end of this year.,Politics
Putin tightens grip on security Russian President Vladimir Putin announces a radical overhaul of state bodies in response to recent attacks.,Politics
"Thatcher can  #39;easily #39; prove he was not involved in coup plot &lt;b&gt;...&lt;/b&gt; Sir Mark Thatcher will  quot;easily quot; be able to prove he had nothing to do with an alleged coup plot in the oil-rich west African state of Equatorial Guinea, his lawyer said yesterday, despite the jailing of his close friend Simon Mann on arms charges.",Politics
Hewitt overcomes Ginepri to reach Washington final Australian Lleyton Hewitt eased into the final of the Washington Classic on Saturday with a 6-3 6-4 victory over fourth-seeded American Robby Ginepri.,Sport
"Kremlin Spins Putin #39;s Proposed Plans Following broad criticism that President Vladimir Putin is exploiting the Beslan school massacre to enhance his powers, the Kremlin mobilized a number of surrogate spokespeople ",Politics
Bielsa quits Argentine coaching post Argentina coach Marcelo Bielsa has made a surprising decision of resigning on Tuesday after he steered his country to their first Olympic soccer gold medal in Athens.,Sport
"Army commandos launch operation against militants MIR ALI: Helicopters dropped Pakistani commandos into North Waziristan on Monday, to launch an operation near the Afghan border against suspected Taliban forces that were chased into Pakistan ",Politics
"The Geisha Stylist Who Let His Hair Down Here in the Gion geisha district of Japan's ancient capital, even one bad hair day can cost a girl her career. So it is no wonder that Tetsuo Ishihara is the man with the most popular hands in town.",Politics
"Ethiopia takes gold, bronze in women #39;s 5,000 Ethiopia #39;s Meseret Defar pulled away from Kenya #39;s Isabella Ochichi in the final half-lap to win the Olympic 5,000 meters in 14 minutes, 45.",Sport
"Moments of unforgettable Olympics Paul Hamm of the USA celebrates with his coach after scoring a 9.837 in the horizontal bar to claim victory in the men #39;s artistic gymnastics individual competition on August 18, 2004, during the Athens 2004 Summer Olympic Games at the Olympic Sports ...",Sport
Injured Beckham cuts short training England captain David Beckham was forced to leave training early after failing to shake off a rib injury just two days before he is due to face Poland in a World Cup qualifier.,Sport
"U.S. Shooter Wins Gold American Kim Rhode rallied in the final rounds to win the gold medal in double trap Wednesday, staking a unique claim as the first and last winner of the Olympic event.",Sport
Braves Hum Along Braves General Manager John Schuerholz shuffled his deck more than usual this past offseason so doubts were high. Such a challenge makes this season all the sweeter.,Sport
Bills Place QB Brown on Injured Reserve (AP) AP - Backup quarterback Travis Brown's season is over after he was placed on injured reserve by the Buffalo Bills on Sunday.,Sport
"Move singer Carl Wayne dies at 61 Carl Wayne, the lead singer of influential 1960s pop group the Move, dies at the age of 61 after battling cancer.",Politics
"Blasts Hit Baghdad Apartment Buildings (AP) AP - Large explosions shook the center of Iraq's capital late Saturday, only hours after a bomb detonated near a U.S. consular office in southern Iraq, killing one person and wounding another.",Politics
"Terror suspect killed during interrogation in Pakistan ISLAMABAD, Aug. 19 (Xinhuanet) -- A Pakistani religious leader, allegedly linked with the al-Qaeda terrorist network, has died here in police custody, local media reported Thursday. ",Politics
"Bangladesh Shuts for Another Strike Over Attack  DHAKA (Reuters) - Offices, schools, shops and businesses  across Bangladesh shut down Saturday for the second strike in  less than a week called by the main opposition party to protest  against a grenade attack that nearly killed its leader.",Politics
Hard-Line Serbian Defends Milosevic Slobodan Milosevic angrily refused to work with two court-appointed lawyers Tuesday as they called the first witness in his war crimes defense case - an elderly Serbian nationalist who taught the ex-Yugoslav leader law and advised the wartime Serbian ,Politics
South Africa Ends Phelps Medal Quest  ATHENS (Reuters) - South Africa ruined Michael Phelps's  dream of winning a record eight gold medals at the Athens  Olympics with a stunning victory in the men's 4x100 meters  freestyle final on Sunday.,Sport
"Ritter Family Files Wrongful Death Suit LOS ANGELES - The family of John Ritter has sued a Burbank hospital, accusing it of negligence in the death of the 54-year-old actor.    Ritter's wife Amy Yasbeck and his four children, including actor Jason Ritter, filed the wrongful death suit in Los Angeles County Superior Court on Sept...",Politics
"Inquiry finds ""no single villain"" in Scottish parliament cost overrun (AFP) AFP - An inquiry found  quot;no single villain quot; responsible for the cost overruns at Scotland's new parliament building which opened last week three years late and 10 times over budget.",Politics
"Judge in Bryant Case Loosens Gag Order (AP) AP - The judge in the Kobe Bryant sexual assault case has loosened a sweeping gag order after objections from prosecutors, news organizations and attorneys for the accuser.",Sport
"Beijing ahead of Games for '08 ATHENS -- The countdown clock for 2008 will be installed in Tiananmen Square next month. Not that Beijing has been lollygagging since the Lords of the Rings awarded the Summer Games to the city three years ago. Beijing is bristling with cranes and steamshovels and jackhammers providing a staccato beat, with 30 sports venues in various stages of construction, including ...",Sport
"Typhoon lashes southern Japan; 8 dead TOKYO -- Heavy rain fueled by a typhoon lashed southern Japan, leaving eight people dead and causing landslides and blackouts, officials said Thursday. Two people were missing. ",Politics
"OAKLAND AIM TO BOUNCE BACK The Oakland Raiders became the latest team to appear in a Super Bowl and collapse the following season. After a nightmarish 2003 campaign, the Raiders once again have high hopes as they meet the Pittsburgh Steelers in the season opener for both teams.",Sport
"Event of the Day -- Women #39;s beach volleyball Why you should watch: The athletes are impossibly tanned and fit, the setting couldn #39;t be more beautiful and the competition will be fierce.",Sport
"PML, allies hail Shujaat ISLAMABAD: Parliamentary party of the Pakistan Muslim League and its allies on Thursday lauded the political wisdom and acumen of Chaudhry Shujaat Hussain during his short tenure as the prime minister.",Politics
US fire kills Arab reporter on air A TV reporter was shot dead as he made a live broadcast from Baghdad on Sunday when US helicopters fired on a crowd that had gathered around the burning wreckage of an American armored vehicle.,Politics
Holes found in Windows update Security firms are starting to find loopholes and bugs in the SP2 security update for Windows XP.,Politics
"Powell calls off Athens visit after protests Colin Powell, the US Secretary of State, cancelled a weekend visit to attend the closing ceremony of the Olympics, prompting Greek Communists to claim it as a victory for anti-American protests.",Sport
"Lithuania Upsets the United States The U.S. men's basketball team lost to Lithuania, 94-90, today at the Olympic Games.",Sport
"Bangladesh Hangs Two Ex-Policemen for Rape, Murder  DHAKA (Reuters) - Two former policemen convicted of the  rape and killing of a teenager were executed by hanging in a  north Bangladesh jail early on Thursday.",Politics
"Gunmen attack Iraq #39;s Ahmad Chalabi Gunmen have opened fire on Iraqi politician Ahmad Chalabi #39;s convoy, wounding two associates, an aide to Chalabi says. The aide, Mithal al-Alousi, told Reuters the convoy was hit on Wednesday ",Politics
Guti warns Owen of Raul Spanish midfielder Guti has warned Real Madrid team-mate Michael Owen that he would need to produce an exceptional performance if he has any ambitions of taking Raul #39;s place in the starting line-up.,Sport
Beckham on target for Real MADRID: A stunning first-half free kick from David Beckham gave Real Madrid a 1-0 win over newly promoted Numancia at the Bernabeu last night.,Sport
"Agreement among Ukraine's political foes hits snag over presidential powers (Canadian Press) Canadian Press - KYIV, Ukraine (AP) - A tentative deal to ease Ukraine's political crisis foundered Tuesday over the opposition's refusal to endorse constitutional changes and outgoing President Leonid Kuchma's rejection of the call to fire his prime minister.",Politics
UN peace chief warns of more violence after Burundi massacre UNITED NATIONS : The UN #39;s peacekeeping chief warned of a surge in violence after the massacre of Congolese refugees in Burundi and called on all parties to step back from the brink of war. ,Politics
"UMass, UNH on the rise Two decisive victories last Saturday vaulted the universities of Massachusetts and New Hampshire into the top 10 in the latest Division 1-AA football poll.",Sport
"US Open tennis: Tough draw for Agassi, Roddick Andre Agassi will have to get through top-seeded Roger Federer if he wants to make the semifinals. Venus Williams will have to get through No.",Sport
"Seattle calls up four from minors on expanded roster The Seattle Mariners called up four minor leaguers Monday, completing right-hander Aaron Taylor #39;s comeback from surgery. The 27-year-old Taylor spent most of the season on the disabled list after surgery one ",Sport
"Sports: Date set for Bertuzzi #39;s trial VANCOUVER, British Columbia Todd Bertuzzi (bur-TOO #39;-zee) of the Vancouver Canucks goes on trial January 17th on an assault charge.",Sport
"Blue Jackets re-signs G Denis, RW Vyborny ----- COLUMBUS, Ohio (Ticker) -- The Columbus Blue Jackets retained a pair of players Tuesday, re-signing goaltender Marc Denis and right wing David Vyborny to multi-year contracts.",Sport
"Camara trickery PRE-SEASON was supposed to have ended a month ago. Yet, such is the obsession with the Champions League down Celtic Park way, it was impossible to escape the feeling that yesterdays oh-so-bloody-easy Premierleague ",Sport
"MLB investigating Oakland fracas com. The Rangers issued a statement from owner Tom Hicks on Tuesday apologizing for the event.  quot;On behalf of the Texas Rangers, I want to apologize for the conduct of some members of our club last night in Oakland, quot; said Hicks.",Sport
Ponting opts to bat first AUSTRALIA captain Ricky Ponting won the toss and elected to bat in the triangular series final against Pakistan at the VRA Ground in the Netherlands.,Sport
Iraq #39;s deputy prime minister starts a visit to Tehran Iraq #39;s interim deputy prime minister Barham Saleh held talks with the Iranian officials in Tehran in a visit described as aiming to pave the way before the prime minister of the interim Iraqi government Eyad Allawi to Iran.,Politics
Air India case: roommate of Crown star witness forgets previous testimony (Canadian Press) Canadian Press - VANCOUVER (CP) - The former roommate of a star Crown witness became the latest in a number of defence witnesses for an accused Air India bomber who has had trouble remembering things.,Politics
"Putin Agrees to Inquiry Into Russian School Siege Apparently bending to widespread public pressure, President Vladimir V. Putin agreed today to a parliamentary inquiry.",Politics
Thatcher lawyers mull Equatorial Guinea interview request South African lawyers acting for Mark Thatcher will meet on Tuesday to discuss a request from Equatorial Guinea to question their client on suspicion that he helped finance a coup plot in the oil-rich country.,Politics
French Anxious Over Kidnapping Kidnappers in Iraq are demanding that the French government rescind a ban on religious head scarves in public schools set to go into effect Thursday.,Politics
"Legality of invasion  quot;unclear quot; Prime Minister Helen Clark believes the legality of the US-led invasion of Iraq is unclear, a spokesman for her office said on Friday.",Politics
Palace steps up security as Batman walks Security was stepped up around Buckingham Palace yesterday after the embarrassing lapse that allowed a protester dressed as Batman to storm the building.,Politics
"Mexico Arrests Major Drug Trafficker (AP) AP - Mexican officials said Monday they have captured a man allegedly involved in shipping nearly half of the illegal drugs moved across the U.S.-Mexico border, the latest in a series of high-profile arrests.",Politics
Williams to Challenge Klitschko for World Title  LONDON (Reuters) - Britain's Danny Williams is to challenge  Vitali Klitschko for his World Boxing Council heavyweight title  in the United States in December.,Sport
Schumacher takes second best in opening session World champion Michael Schumacher had to take second best to Anthony Davidson when Formula One returned to his favourite track on Friday in practice for the Belgian Grand Prix.,Sport
"Gary Payton Arrested for DUI (Reuters) Reuters - According to the California\Highway Patrol, NBA star Gary Payton was arrested for\investigation of driving under the influence last month.",Sport
Barrichello lauds  #39;phenomenal #39; Spa Rubens Barrichello may have to say goodbye to his title aspirations in Belgium this weekend but he doubts tat will take anything away from the  quot;phenomenal sensation quot; he gets lapping the Spa circuit.,Sport
"SRICHAPHAN GETS HIS REVENGE Paradorn Srichaphan of Thailand could not beat Swede Joachim Johansson in Athens, but he got the job done in Long Island. Srichaphan, who lost in straight sets to Johansson in the first round of the Olympics ",Sport
"Ward still standing for US Score tied. One round to go. A shot at an Olympic boxing gold medal at stake. Apparently only US coach Basheer Abdullah didn #39;t know his 178-pound fighter, Andre Ward, was even with ",Sport
Taylor Is Moving Closer A penchant for making big plays and the recent release of Ifeanyi Ohalete has ripped open the door for rookie Sean Taylor to claim a starting spot.,Sport
Powell cancels trip to Olympics US Secretary of State Colin Powell calls off a planned trip to the Olympic Games amid anti-war protests in Athens.,Politics
Court to sentence  #39;mercenaries #39; A court in Zimbabwe is expected to pass sentence on some 70 alleged mercenaries accused of plotting a coup in the West African state of Equatorial Guinea.,Politics
"Jackson Visits Darfur to Resolve Crisis (AP) AP - American civil rights activist the Rev. Jesse Jackson visited the conflict-torn region of Darfur on Friday, urging the Sudanese government and African rebels to end the crisis that has killed thousands of villagers and driven more than a million from their homes.",Politics
"Some friendly' fire Last week's international soccer schedule produced the usual club-vs.-country conflicts, inconvenience, and some surprising but deceptive results. Three of the great star players of the 1980s and '90s made their coaching debuts: Jurgen Klinsmann (Germany) won, and Hristo Stoitchkov (Bulgaria) and Marco van Basten (the Netherlands) tied. Marcello Lippi lost in his first game as Italy's coach, a 2-0 decision ...",Sport
"Has Coughlin fired up Giants #39; O-line? In the week before last week #39;s preseason game against the Jets, Tom Coughlin sharply criticized his defensive backs, who did not appreciate his comments but responded with a far better game.",Sport
"New York Marking 3rd Anniversary of 9/11 NEW YORK - Last year, children's voices echoed across ground zero. This year, it is the bereaved parents and grandparents of World Trade Center victims who will read aloud the names of those lost on Sept...",Politics
CONFUSION OVER BUTCHER AIDE #39;S  #39;CAPTURE #39; Iraqi government forces carried out a series of assaults in Saddam Hussein #39;s home region yesterday that were followed by conflicting reports that his former right-hand man was captured.,Politics
Hughes new man at Blackburn Former Manchester United striker Mark Hughes has been appointed the new manager of Blackburn Rovers. The Wales boss had been the favourite to take over the Lancashire club after former manager Graeme Souness ,Sport
Reds' Graves Placed on DL With Sore Back (AP) AP - Cincinnati Reds closer Danny Graves was placed on the 15-day disabled list Friday because of lower back spasms that flared up during his last outing.,Sport
State Dept. Warns of Violence in Laos (AP) AP - The State Department is advising Americans traveling or living in Laos to take precautions and avoid areas likely to be hit by continuing violence.,Politics
"Jury lines up for Kobe Bryant rape trial More than a year after allegations of rape levelled at basketball star Kobe Bryant shocked the world of sport and set in motion a circus of claim and counterclaim, the first wave of jury selection began yesterday.",Sport
Greek duo quit Olympics The two Greek sprinters who missed drug tests prior to the start of the Athens Olympics today withdrew from the games. ,Sport
"Moya Tames Olympic Wind and Enqvist; Dementieva Out  ATHENS (Reuters) - Spanish third seed Carlos Moya tamed a  swirling wind and dogged Swedish opponent Thomas Enqvist to  reach the second round of the Olympic men's singles with a 7-6,  6-7, 9-7 victory Monday.",Sport
"James Lawton: Khorkina the fallen tsarina loses to American princess Svetlana Khorkina was born in a poor industrial town on the Ukraine border, but not in her mind. There, she inhabited the Winter Palace in St Petersburg, surrounded by fawning courtiers and Faberg eggs. It showed here last night as the walls of her ...",Sport
"Some 50 rebels killed in Chechnya: spokesman Russian troops killed some 50 rebels in a recent operation in Russia #39;s breakaway republic of Chechnya, the Interfax news agency reported Sunday, quoting.",Politics
"Hungarian prime minister resigns, pre-empting ouster (AFP) AFP - Hungarian Prime Minister Peter Medgyessy resigned, pre-empting a move by his ruling Socialist party to oust him in a no-confidence vote in parliament next month.",Politics
Chicago Orders Cubs to Fix Wrigley Field (AP) AP - The protective netting in place to protect fans from falling concrete at Wrigley Field must be replaced with a permanent solution if the Chicago Cubs want to play at the stadium next spring.,Sport
"Bank of Canada missing  #36;10,000; employee fired, charged with theft (Canadian Press) Canadian Press - OTTAWA (CP) - The Bank of Canada has fired an employee after  #36;10,000 in cash went missing from its Toronto bank-note facility -a rare breach in an institution that prides itself on tight security.",Politics
"Pakistan Arrests 'Important' Al Qaeda Pair  ISLAMABAD (Reuters) - Pakistani security forces have  arrested two ""important"" al Qaeda operatives, including an  Egyptian and a Saudi national, officials said Wednesday.",Politics
"Huge car bomb explodes in central Baghdad, causing casualties A huge car bomb explosion in Rashid Street in central Baghdad resonated throughout the capital on Friday, causing several casualties, Qatar-based al-Jazeera satellite TV reported.",Politics
Paris Fetes 1944 Liberation from Nazi Occupation World War II tanks rumbled through Paris on Wednesday and thousands of Parisians danced in the streets to re-enact the arrival of French and US forces 60 years ago to liberate ,Politics
"Rangers pitcher suspended for rest of season Texas Rangers pitcher Frank Francisco, who was arrested Monday on a battery charge for throwing a chair at Oakland Athletics fans, was suspended for the rest of the season by Major League Baseball.",Sport
"Americans Accused of Torture Sentenced (AP) AP - Three Americans accused of torturing Afghans in a private jail were found guilty Wednesday by a three-judge panel, after a trial criticized by the defense as failing to meet international standards of fairness.",Politics
"Claiming victory, Palestinian security prisoners end 19-day hunger &lt;b&gt;...&lt;/b&gt; Palestinian security prisoners ended their hunger strike yesterday as they declared their 19-day protest succeeded in achieving most of their demands.",Politics
"Hurricane Hits Florida, Cutting Power and Water for Millions Shrieking winds and angry sheets of rain thrashed Florida's coast as Hurricane Frances hit land early this morning and was making its way slowly across the state.",Politics
"Rebuffed by Party, Sharon Presses on with Gaza Plan  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  vowed on Thursday to press ahead with his Gaza pullout plan  despite his own party's humiliating rebuff of his bid to forge  a coalition with the pro-withdrawal Labour Party.",Politics
Progress in Jakarta blast probe Police investigating last week's car bombing in Jakarta find the chassis number of the vehicle used.,Politics
"U.S. Airstrike Kills 17 in Fallujah BAGHDAD, Iraq - A U.S. airstrike targeting an alleged militant safehouse in Fallujah killed some 17 people including three children, according to doctors and accounts from the scene of the blast, and angry crowds gathered to mourn the victims and denounce the United States...",Politics
Canada still can #39;t be beat Canada beat Russia 3-1 Saturday night in Toronto. Team Canada is now rolling on all cylinders and is getting scoring from everywhere.,Sport
"Mortar Attack Kills 27 at Kufa Mosque KUFA, Iraq - A mortar barrage hit the main mosque in the Iraqi city of Kufa on Thursday, killing 27 people and wounding 63 others as they prepared to march on the violence-wracked city of Najaf, hospital officials and witnesses said.    Thousands of people were crowded around the mosque at the time and dead bodies lay around the mosque compound, which is a stronghold of followers of radical Shiite cleric Muqtada al-Sadr, witnesses said...",Politics
"Fab Five Want to Go Out With Gold Medal (AP) AP - The long goodbye ends for the Fab Five on Thursday when the U.S. women's soccer team plays Brazil for the Olympic title. It will be the long-anticipated chance for Mia Hamm, Julie Foudy, Joy Fawcett, Kristine Lilly and Brandi Chastain to end their time together as world champions, a bragging right they haven't been able to claim for five years.",Sport
Muslim girls defy French headscarf ban Dozens of Muslim girls have been disobeying the French government #39;s recent ban on wearing headscarves in public schools since the school year began last week.,Politics
"NL Wrap: Cubs Edge Expos to Maintain Wild-Card Pace  NEW YORK (Reuters) - The Chicago Cubs registered an  important victory in their battle for the National League  wild-card berth, edging out the Expos 2-1 over 11 innings in  Montreal Wednesday.",Sport
"Najaf, Scarred by Urban Warfare, Prepares for More (Reuters) Reuters - If U.S. and Iraqi troops launch a\major assault on radical cleric Moqtada al-Sadr's militants,\they will have to pass through sniper-infested streets to root\them out of a mosque they can't afford to harm.",Politics
"Jackson's Lavish Lifestyle Put on Display SANTA MARIA, Calif. - Michael Jackson's elegant home with its lavish playground for children was placed on display in a courtroom as defense attorneys showed a judge videotapes of a raid last year on the pop star's Neverland estate...",Politics
Rams Offensive Line Strong in Debut (AP) AP - A makeshift offensive line came together at just the right time for the St. Louis Rams.,Sport
"REBEL SHEIK ORDERS END TO FIGHTING August 31, 2004 -- BAGHDAD - Rebel Shiite cleric Moqtada al-Sadr has told his militia to end attacks on US and Iraqi government forces, aides said yesterday.",Politics
"Death Rates in Darfur Rising, WHO Says Between 6,000 and 10,000 people are dying from disease and violence each month in Sudan's Darfur region as heavy rains and a marauding militia hinder U.N. efforts to respond to one of Africa's worst humanitarian crises, according to a survey of mortality rates by the United Nations' World Health Organization.",Politics
"Angels Clobber Mariners 5-1 (AP) AP - Kelvim Escobar pitched seven strong innings and Garret Anderson hit a three-run homer, leading the Anaheim Angels to a 5-1 win over the Seattle Mariners on Monday night.",Sport
Karzai Set to Be Afghan President in Ring of Steel  KABUL (Reuters) - Hamid Karzai was due to be sworn in as  Afghanistan's first popularly elected President on Tuesday at a  ceremony attended by two of the figures most responsible for  easing him into power.,Politics
"Miami, Florida St. Regrouping After Storm (AP) AP - Florida State and Miami were originally scheduled to play Monday. Instead, they spent the day trying to recover from Hurricane Frances.",Sport
"Fit-Again Ferrero Wins at China Open  BEIJING (Reuters) - Juan Carlos Ferrero showed glimpses of  his old form in thrashing American Justin Gimelstob 6-4, 6-1 to  reach the second round of the China Open on Wednesday.",Sport
Peres facing attack from Labor MKs over continued talks with Likud Labor Party Chair Shimon Peres is facing growing opposition from his party over his decision to continue coalition talks with Likud despite the Likud convention #39;s resolution last week against bringing Labor into the government.,Politics
Greek duo could miss drugs hearing Kostas Kenteris and Katerina Thanou may not be fit enough to attend the hearing into their missed drugs test.,Politics
"Davenport Marches Into Second Round  NEW YORK (Reuters) - American favorite Lindsay Davenport  chalked up her 18th successive victory Tuesday when she beat  Lubomira Kurhajcova 6-4, 6-0 to cruise through to the second  round of the U.S. Open.",Sport
Rathbone is  #39;like Gregan #39; AUSTRALIAN coach Eddie Jones rates winger Clyde Rathbone a potential successor to Wallaby captain George Gregan as the pair reach Test career milestones tonight against South Africa in Durban. ,Sport
Deportivo upset by battling Osasuna MADRID: Deportivo Coruna slumped to a surprise 3-1 home defeat by Osasuna last night after the visitors fought back from a goal down and a sending-off to claim their first Primera Liga win of the season.,Sport
Action in Sudan is needed now One need look no further than the heated political and moral arguments about the United States led intervention in Iraq to see that forceful involvement in the affairs of a distant nation ,Politics
"Word Champion ATHENS -- With his big, thick right hand, Pete Clentzos slaps his belly. The hand bounces off.",Sport
"US Forces Kill 3 Afghans at Checkpoint KABUL, Afghanistan Aug. 22, 2004 - US soldiers sprayed a pickup truck with bullets after it failed to stop at a roadblock in central Afghanistan, killing two women and a man and critically wounding two other ",Politics
"Kevin Roberts: Moss is on everyone #39;s agenda If Monday #39;s game comes down to Lito Sheppard vs. Randy Moss, the Eagles are in trouble. If Monday #39;s game comes down to Sheldon Brown .",Sport
Monty #39;s last Ryder Cup stand Colin Montgomerie enhanced his prospects of picking up a Ryder Cup wildcard with a sparkling 5-under par 67 in the first round of the German Open on Thursday.,Sport
"Pakistani women  #39;must not hide #39; Hiding women away in the home hidden behind veils is a backward view of Islam, President Musharraf of Pakistan has said during a visit to Britain.",Politics
"No Gold for Phelps As Relay Team Falters ATHENS, Greece - Mark Spitz can rest easy. The best Michael Phelps can do is win seven gold medals at these Olympics...",Politics
Federer's Games Dream Shattered  ATHENS (Reuters) - Top seed Roger Federer was bundled out  of the Olympic tennis tournament on Tuesday by unheralded Czech  Tomas Berdych.,Sport
"Bush Offers Sympathy at Russian Embassy (AP) AP - President Bush made an unexpected visit to the Russian Embassy on Sunday where he signed a book of condolences for victims of the school hostage seizure and expressed outrage at the actions of ""evil terrorists.""",Politics
Ukraine Leader Agrees on Measures for Fair Vote  KIEV (Reuters) - Ukraine's outgoing President Leonid Kuchma  said on Tuesday he had agreed to sack the central election  commission and support election law reform -- both key  opposition demands to end mass protests against a rigged vote.,Politics
"After 3 Weeks of Fighting in Najaf, 1 Riddle: Who Won? In a single moment last week, all the mystery and contradiction surrounding Moktada al-Sadr, Iraq #39;s rebel cleric, came into focus.",Politics
"Bombing Suspect Detained At Afghanistan Airport KABUL, Afghanistan -- NATO troops in Afghanistan have detained a man at Kabul airport who had traces of explosives on his hands, a day after a US security firm was bombed, killing 10 people, including three Americans.",Politics
DYKE TO BLAIR: YOU #39;RE INCOMPETENT OR A LIAR FORMER BBC chief Greg Dyke has accused Tony Blair of being  quot;incompetent quot; or  quot;a liar quot; over the Iraq War. Ex-Director General Mr Dyke revealed that the Prime Minister ,Politics
Israel wants blood ISRAEL will ramp up its campaign to assassinate Hamas leaders in response to twin suicide bombings by the militant group that killed 16 people.,Politics
